Year,Month,Day,MinTemp,MaxTemp,Precipitation,Snowfall
2016,4,8,44,100,3,0
2016,4,9,22,61,28,0
2016,4,10,-5,100,0,0
2016,4,11,61,183,3,0
2016,4,12,72,150,51,0
2016,4,13,44,144,0,0
2016,4,14,61,167,0,0
2016,4,15,56,183,0,0
2016,4,16,61,200,0,0
2016,4,17,67,239,0,0
2016,4,18,106,278,0,0
2016,4,19,128,228,0,0
2016,4,20,94,206,0,0
2016,4,21,94,228,0,0
2016,4,22,167,261,0,0
2016,4,23,122,217,41,0
2016,4,24,83,200,0,0
2016,4,25,100,206,0,0
2016,4,26,83,156,61,0
2016,4,27,78,167,0,0
2016,4,28,89,150,0,0
2016,4,29,72,144,13,0
2016,4,30,78,183,0,0
2016,5,1,72,106,41,0
2016,5,2,72,156,10,0
2016,5,3,106,133,155,0
2016,5,4,89,111,3,0
2016,5,5,78,139,0,0
2016,5,6,89,122,137,0
2016,5,7,89,156,0,0
2016,5,8,94,189,41,0
2016,5,9,111,222,0,0
2016,5,10,100,172,0,0
2016,5,11,100,244,0,0
2016,5,12,133,267,0,0
2016,5,13,139,183,64,0
2016,5,14,133,228,0,0
2016,5,15,78,150,0,0
2016,5,16,61,189,0,0
2016,5,17,111,178,0,0
2016,5,18,111,200,0,0
2016,5,19,122,228,0,0
2016,5,20,117,244,0,0
2016,5,21,122,189,10,0
2016,5,22,111,211,23,0
2016,5,23,133,256,5,0
2016,5,24,144,228,46,0
2016,5,25,161,311,0,0
2016,5,26,206,322,0,0
2016,5,27,228,306,0,0
2016,5,28,217,333,0,0
2016,5,29,211,306,0,0
2016,5,30,200,278,419,0
2016,5,31,217,294,0,0
2016,6,1,189,283,0,0
2016,6,2,167,256,0,0
2016,6,3,172,211,10,0
2016,6,4,189,283,102,0
2016,6,5,183,217,231,0
2016,6,6,183,283,0,0
2016,6,7,178,294,0,0
2016,6,8,111,194,114,0
2016,6,9,122,217,0,0
2016,6,10,139,250,0,0
2016,6,11,150,311,0,0
2016,6,12,167,283,0,0
2016,6,13,139,233,0,0
2016,6,14,144,261,0,0
2016,6,15,167,294,0,0
2016,6,16,183,233,56,0
2016,6,17,172,256,0,0
2016,6,18,161,306,0,0
2016,6,19,189,311,0,0
2016,6,20,178,289,0,0
2016,6,21,222,306,0,0
2016,6,22,200,300,0,0
2016,6,23,206,283,0,0
2016,6,24,194,289,0,0
2016,6,25,178,300,0,0
2016,6,26,194,306,0,0
2016,6,27,194,283,114,0
2016,6,28,200,244,30,0
2016,6,29,194,283,3,0
2016,6,30,194,294,0,0
2016,7,1,189,261,211,0
2016,7,2,172,244,0,0
2016,7,3,178,256,0,0
2016,7,4,189,289,124,0
2016,7,5,206,300,168,0
2016,7,6,239,328,0,0
2016,7,7,250,317,10,0
2016,7,8,194,300,20,0
2016,7,9,183,222,135,0
2016,7,10,189,267,0,0
2016,7,11,183,272,0,0
2016,7,12,200,278,0,0
2016,7,13,217,294,0,0
2016,7,14,228,311,157,0
2016,7,15,261,311,0,0
2016,7,16,239,322,0,0
2016,7,17,239,317,0,0
2016,7,18,222,339,89,0
2016,7,19,228,283,0,0
2016,7,20,200,294,0,0
2016,7,21,217,322,0,0
2016,7,22,233,344,0,0
2016,7,23,267,356,0,0
2016,7,24,239,344,0,0
2016,7,25,228,339,254,0
2016,7,26,222,317,0,0
2016,7,27,233,328,0,0
2016,7,28,239,350,0,0
2016,7,29,206,294,277,0
2016,7,30,228,289,64,0
2016,7,31,217,256,274,0
2016,8,1,206,267,0,0
2016,8,2,200,261,0,0
2016,8,3,189,267,0,0
2016,8,4,194,272,0,0
2016,8,5,206,283,0,0
2016,8,6,222,306,13,0
2016,8,7,211,300,0,0
2016,8,8,217,300,0,0
2016,8,9,217,306,0,0
2016,8,10,239,300,23,0
2016,8,11,233,328,38,0
2016,8,12,228,339,81,0
2016,8,13,272,356,0,0
2016,8,14,256,344,15,0
2016,8,15,250,333,0,0
2016,8,16,256,306,28,0
2016,8,17,250,294,3,0
2016,8,18,222,294,8,0
2016,8,19,233,311,3,0
2016,8,20,211,283,208,0
2016,8,21,228,300,79,0
2016,8,22,183,261,0,0
2016,8,23,161,278,0,0
2016,8,24,200,311,0,0
2016,8,25,206,300,3,0
2016,8,26,239,322,0,0
2016,8,27,228,317,0,0
2016,8,28,222,317,0,0
2016,8,29,233,328,0,0
2016,8,30,206,300,0,0
2016,8,31,233,317,0,0
2016,9,1,206,261,127,0
2016,9,2,189,272,0,0
2016,9,3,189,239,0,0
2016,9,4,183,267,0,0
2016,9,5,183,289,0,0
2016,9,6,217,267,0,0
2016,9,7,217,294,0,0
2016,9,8,217,317,0,0
2016,9,9,239,328,56,0
2016,9,10,233,322,0,0
2016,9,11,194,283,0,0
2016,9,12,167,256,0,0
2016,9,13,178,283,0,0
2016,9,14,194,328,142,0
2016,9,15,161,233,0,0
2016,9,16,161,228,0,0
2016,9,17,150,250,0,0
2016,9,18,211,278,0,0
2016,9,19,206,244,173,0
2016,9,20,200,278,0,0
2016,9,21,200,289,0,0
2016,9,22,183,300,0,0
2016,9,23,178,306,3,0
2016,9,24,144,217,51,0
2016,9,25,122,211,0,0
2016,9,26,122,233,0,0
2016,9,27,178,233,56,0
2016,9,28,133,206,0,0
2016,9,29,139,178,0,0
2016,9,30,133,150,102,0
2016,10,1,133,167,0,0
2016,10,2,139,172,0,0
2016,10,3,156,222,0,0
2016,10,4,156,206,0,0
2016,10,5,117,194,0,0
2016,10,6,128,228,0,0
2016,10,7,139,239,0,0
2016,10,8,144,200,58,0
2016,10,9,106,183,140,0
2016,10,10,83,178,0,0
2016,10,11,78,172,0,0
2016,10,12,117,189,0,0
2016,10,13,117,194,0,0
2016,10,14,83,167,0,0
2016,10,15,72,183,0,0
2016,10,16,117,206,0,0
2016,10,17,172,272,0,0
2016,10,18,194,272,0,0
2016,10,19,183,294,0,0
2016,10,20,167,211,0,0
2016,10,21,139,206,282,0
2016,10,22,83,139,74,0
2016,10,23,72,161,0,0
2016,10,24,83,167,0,0
2016,10,25,61,111,0,0
2016,10,26,33,106,0,0
2016,10,27,44,128,358,0
2016,10,28,56,106,0,0
2016,10,29,39,178,0,0
2016,10,30,122,244,142,0
2016,10,31,67,122,0,0
2016,11,1,44,144,0,0
2016,11,2,122,211,0,0
2016,11,3,139,222,0,0
2016,11,4,83,161,0,0
2016,11,5,67,167,0,0
2016,11,6,72,150,0,0
2016,11,7,50,117,0,0
2016,11,8,50,189,0,0
2016,11,9,94,150,15,0
2016,11,10,44,133,0,0
2016,11,11,50,172,0,0
2016,11,12,28,100,0,0
2016,11,13,50,161,0,0
2016,11,14,78,167,0,0
2016,11,15,83,133,460,0
2016,11,16,72,161,0,0
2016,11,17,94,161,0,0
2016,11,18,67,178,0,0
2016,11,19,28,172,64,0
2016,11,20,11,56,79,0
2016,11,21,22,50,0,0
2016,11,22,28,50,0,0
2016,11,23,17,72,0,0
2016,11,24,33,89,8,0
2016,11,25,72,122,5,0
2016,11,26,44,100,0,0
2016,11,27,39,100,0,0
2016,11,28,33,111,0,0
2016,11,29,106,156,559,0
2016,11,30,100,144,185,0
2016,12,1,56,122,18,0
2016,12,2,44,106,0,0
2016,12,3,50,83,0,0
2016,12,4,39,83,0,0
2016,12,5,33,94,48,0
2016,12,6,28,78,89,0
2016,12,7,44,78,23,0
2016,12,8,17,72,0,0
2016,12,9,-16,39,0,0
2016,12,10,-21,17,0,0
2016,12,11,-21,17,8,10
2016,12,12,11,78,127,0
2016,12,13,17,61,0,0
2016,12,14,11,56,0,0
2016,12,15,-71,11,0,0
2016,12,16,-82,-27,0,0
2016,12,17,-43,39,185,71
2016,12,18,-5,144,10,0
2016,12,19,-49,-5,0,0
2016,12,20,-66,6,0,0
2016,12,21,-10,44,0,0
2016,12,22,28,94,0,0
2016,12,23,33,83,0,0
2016,12,24,33,83,119,0
2016,12,25,22,100,0,0
2016,12,26,6,100,5,0
2016,12,27,44,156,0,0
2016,12,28,11,44,0,0
2016,12,29,6,78,99,0
2016,12,30,6,44,3,0
2016,12,31,-5,67,0,0
